URL;Traffic (%);Number of Keywords;Traffic;Adwords Positions;Positions with commercial intents in top 20;Positions with informational intents in top 20;Positions with navigational intents in top 20;Positions with transactional intents in top 20;Positions with unknown intents in top 20;Traffic with commercial intents in top 20;Traffic with informational intents in top 20;Traffic with navigational intents in top 20;Traffic with transactional intents in top 20;Traffic with unknown intents in top 20;Traffic Change
https://techterms.com/definition/vpi;0.2;11;35;0;0;7;1;0;0;0;13;22;0;0;22
https://techterms.com/definition/uri;0.19;16;34;0;0;2;0;0;0;0;34;0;0;0;0
https://techterms.com/definition/keyboard;0.19;56;34;0;0;20;0;0;1;0;34;0;0;0;0
https://techterms.com/browse/;0.18;26;33;0;1;7;0;0;0;0;33;0;0;0;0
https://techterms.com/definition/modem;0.17;96;31;0;4;7;0;1;0;14;19;0;0;0;2
https://techterms.com/definition/ata;0.17;35;31;0;5;10;0;0;0;15;30;0;0;0;-3
https://techterms.com/definition/font_case;0.17;27;31;0;0;9;0;1;0;0;31;0;1;0;-6
https://techterms.com/definition/cdrom;0.17;103;31;0;3;14;0;1;0;16;15;0;1;0;8
https://techterms.com/definition/log_on;0.17;24;30;0;0;9;3;5;0;0;28;2;2;0;-15
https://techterms.com/definition/wireless;0.17;24;30;0;0;11;0;0;0;0;27;0;0;0;3
https://techterms.com/definition/trinitron;0.16;24;29;0;13;6;0;5;0;28;1;0;1;0;0
https://techterms.com/definition/io_address;0.16;11;29;0;0;3;0;0;0;0;29;0;0;0;0
https://techterms.com/definition/double-click;0.16;30;29;0;0;8;0;0;0;0;29;0;0;0;23
https://techterms.com/definition/iphone;0.16;27;29;0;0;5;0;0;1;0;29;0;0;0;0
https://techterms.com/definition/dimm;0.16;67;29;0;2;12;0;0;0;3;26;0;0;0;26
https://techterms.com/definition/concatenation;0.16;82;28;0;0;10;0;0;0;0;28;0;0;0;0
https://techterms.com/definition/rtf;0.16;70;28;0;0;2;0;0;0;0;28;0;0;0;27
https://techterms.com/definition/caps_lock;0.16;31;28;0;0;5;0;0;0;0;28;0;0;0;-1
https://techterms.com/definition/file;0.15;78;27;0;2;37;0;0;2;3;27;0;0;0;-1
https://techterms.com/definition/login;0.15;29;27;0;0;0;11;16;0;0;0;24;27;0;-3
https://techterms.com/definition/webcam;0.14;30;25;0;2;2;0;0;0;16;9;0;0;0;0
https://techterms.com/definition/bespoke;0.14;51;25;0;1;10;1;0;0;0;2;0;0;0;-36
https://techterms.com/definition/speakers;0.13;33;24;0;1;18;0;0;1;13;11;0;0;0;0
https://techterms.com/definition/integer;0.13;177;24;0;0;12;0;0;1;0;12;0;0;12;-6
https://techterms.com/definition/digital;0.13;40;24;0;1;4;1;0;0;0;24;0;0;0;0
https://techterms.com/definition/taskbar;0.13;70;23;0;0;12;0;0;0;0;23;0;0;0;0
https://techterms.com/definition/process;0.13;46;23;0;0;17;0;0;3;0;20;0;0;3;0
https://techterms.com/definition/google;0.13;54;23;0;0;10;1;0;0;0;20;0;0;0;2
https://techterms.com/definition/timestamp;0.12;14;22;0;0;3;0;0;0;0;22;0;0;0;-13
https://techterms.com/definition/switch;0.12;98;22;0;4;8;0;0;0;17;4;0;0;0;-1
https://techterms.com/definition/compile;0.12;76;21;0;1;11;0;0;0;0;7;0;0;0;1
https://techterms.com/definition/directx;0.12;8;21;0;0;3;0;0;0;0;21;0;0;0;-3
https://techterms.com/definition/t1;0.12;49;21;0;0;3;0;0;0;0;21;0;0;0;0
https://techterms.com/definition/imei;0.12;53;21;0;0;20;0;0;0;0;21;0;0;0;-1
https://techterms.com/definition/isa;0.12;32;21;0;3;8;0;2;0;5;16;0;4;0;-9
https://techterms.com/definition/emoji;0.11;20;20;0;0;10;0;0;0;0;20;0;0;0;0
https://techterms.com/definition/launcher;0.11;34;20;0;1;7;0;0;0;1;19;0;0;0;-24
https://techterms.com/definition/subscript;0.11;70;20;0;0;4;0;0;0;0;19;0;0;0;0
https://techterms.com/definition/raw_data;0.11;17;20;0;0;5;0;0;0;0;20;0;0;0;0
https://techterms.com/definition/dvi;0.11;118;20;0;1;24;0;3;0;1;19;0;0;0;0
https://techterms.com/definition/hfs;0.1;17;19;0;0;9;2;0;0;0;19;0;0;0;-118
https://techterms.com/definition/unmount;0.1;21;19;0;0;8;0;0;0;0;19;0;0;0;0
https://techterms.com/definition/soa;0.1;23;19;0;0;4;0;0;0;0;19;0;0;0;-3
https://techterms.com/definition/metafile;0.1;15;19;0;0;12;0;0;1;0;16;0;0;3;-9
https://techterms.com/definition/dvdr;0.1;136;18;0;7;24;0;6;0;10;9;0;2;0;-3
https://techterms.com/definition/wired;0.1;17;18;0;0;6;0;1;0;0;18;0;0;0;-2
https://techterms.com/definition/cursor;0.1;49;18;0;3;18;2;0;1;9;18;0;0;0;0
https://techterms.com/definition/fsb;0.1;13;18;0;0;7;0;0;0;0;18;0;0;0;7
https://techterms.com/definition/bus;0.09;71;17;0;0;18;0;2;2;0;14;0;7;0;1
https://techterms.com/definition/ansi;0.09;27;17;0;0;2;0;0;0;0;17;0;0;0;0
https://techterms.com/definition/kibibyte;0.09;11;17;0;0;4;0;0;0;0;17;0;0;0;-54
https://techterms.com/definition/link;0.09;72;17;0;0;12;0;0;0;0;15;0;0;0;-82
https://techterms.com/category/software;0.09;11;17;0;2;6;0;2;1;4;15;0;2;2;0
https://techterms.com/definition/dvdrw;0.09;73;17;0;8;23;0;7;0;10;7;0;4;0;-4
https://techterms.com/definition/cat_6;0.09;33;17;0;7;10;0;2;0;4;13;0;0;0;0
https://techterms.com/definition/desktop;0.09;73;16;0;0;11;0;0;0;0;14;0;0;0;0
https://techterms.com/definition/dualcore;0.09;57;16;0;6;19;0;4;0;5;11;0;7;0;-4
https://techterms.com/definition/bricking;0.09;44;16;0;0;7;0;0;0;0;16;0;0;0;0
https://techterms.com/definition/non-volatile_memory;0.09;47;16;0;1;6;0;0;0;0;16;0;0;0;0
https://techterms.com/definition/component;0.09;53;16;0;0;2;0;0;0;0;1;0;0;0;15
https://techterms.com/definition/internalharddrive;0.08;12;15;0;1;1;0;0;0;15;0;0;0;0;0
https://techterms.com/quiz/;0.08;19;15;0;4;5;0;0;0;13;15;0;0;0;0
https://techterms.com/definition/sd;0.08;35;15;0;0;3;0;0;0;0;14;0;0;0;0
https://techterms.com/definition/isr;0.08;24;15;0;0;5;0;0;0;0;14;0;0;0;0
https://techterms.com/definition/pcmcia;0.08;19;15;0;1;3;0;1;0;0;15;0;0;0;0
https://techterms.com/definition/installer;0.08;20;15;0;0;9;0;0;0;0;12;0;0;0;-1
https://techterms.com/definition/clob;0.08;13;15;0;0;5;0;1;0;0;15;0;0;0;0
https://techterms.com/definition/wlan;0.08;51;15;0;3;6;0;0;0;0;15;0;0;0;0
https://techterms.com/definition/system_requirements;0.08;11;14;0;0;2;2;0;0;0;12;2;0;0;0
https://techterms.com/definition/iccid;0.08;55;14;0;0;5;0;0;0;0;14;0;0;0;-34
https://techterms.com/definition/smb;0.08;48;14;0;0;2;0;0;1;0;14;0;0;0;0
https://techterms.com/definition/binary;0.08;61;14;0;0;3;0;0;0;0;14;0;0;0;-6
https://techterms.com/definition/spreadsheet;0.08;37;14;0;1;5;0;0;0;4;13;0;0;0;-2
https://techterms.com/definition/zif;0.07;20;13;0;0;10;0;1;0;0;12;0;7;0;0
https://techterms.com/definition/cc;0.07;52;13;0;0;1;0;0;0;0;13;0;0;0;0
https://techterms.com/definition/toolbar;0.07;37;13;0;0;16;0;0;0;0;13;0;0;0;0
https://techterms.com/definition/pda;0.07;50;13;0;0;3;0;0;0;0;13;0;0;0;0
https://techterms.com/definition/trs;0.07;42;13;0;6;3;0;1;0;5;8;0;0;0;0
https://techterms.com/definition/internet;0.06;63;12;0;1;2;0;0;0;0;12;0;0;0;0
https://techterms.com/definition/header;0.06;36;12;0;0;11;0;0;0;0;12;0;0;0;0
https://techterms.com/definition/system_unit;0.06;42;12;0;0;27;0;0;0;0;12;0;0;0;0
https://techterms.com/definition/byte;0.06;76;12;0;0;7;0;0;0;0;11;0;0;0;3
https://techterms.com/definition/clone;0.06;52;12;0;0;20;0;0;0;0;10;0;0;0;0
https://techterms.com/definition/mbps;0.06;91;12;0;0;0;0;0;0;0;0;0;0;0;12
https://techterms.com/definition/lan;0.06;26;12;0;2;2;0;0;0;10;10;0;0;0;2
https://techterms.com/definition/egpu;0.06;13;12;0;1;1;0;0;0;0;6;0;0;0;4
https://techterms.com/definition/ole;0.06;29;12;0;0;4;0;0;0;0;11;0;0;0;1
https://techterms.com/definition/swipe;0.06;5;12;0;0;1;0;0;0;0;12;0;0;0;0
https://techterms.com/definition/rich_text;0.06;24;12;0;0;5;0;0;0;0;12;0;0;0;0
https://techterms.com/definition/mebibyte;0.06;16;11;0;0;6;0;0;0;0;11;0;0;0;0
https://techterms.com/definition/tweak;0.06;41;11;0;0;7;1;0;0;0;0;2;0;0;-1
https://techterms.com/definition/native_file;0.06;20;11;0;0;6;0;0;0;0;11;0;0;0;0
https://techterms.com/definition/ascii;0.06;24;11;0;0;2;0;0;0;0;11;0;0;0;0
https://techterms.com/definition/dvr;0.06;40;11;0;6;5;0;4;0;1;11;0;2;0;-20
https://techterms.com/definition/macos;0.06;69;11;0;0;16;0;1;0;0;11;0;0;0;0
https://techterms.com/definition/hover;0.06;34;11;0;1;9;0;0;0;0;8;0;0;0;-53
https://techterms.com/definition/tutorial;0.06;33;11;0;0;7;0;0;0;0;10;0;0;0;0
https://techterms.com/definition/hibernate;0.05;74;10;0;0;12;0;0;0;0;8;0;0;0;1
https://techterms.com/list/t;0.05;16;10;0;0;1;0;0;0;0;10;0;0;0;0
https://techterms.com/definition/fluid_layout;0.05;4;10;0;1;1;0;0;0;10;0;0;0;0;0
https://techterms.com/definition/warm_boot;0.05;5;10;0;0;0;0;0;1;0;0;0;0;10;0
https://techterms.com/definition/domain_suffix;0.05;23;10;0;0;4;0;0;0;0;10;0;0;0;0
https://techterms.com/definition/wallpaper;0.05;25;10;0;1;14;0;0;0;0;10;0;0;0;0
https://techterms.com/definition/basic;0.05;61;10;0;0;10;0;0;0;0;10;0;0;0;0
https://techterms.com/definition/dpi;0.05;41;10;0;0;2;0;0;0;0;9;0;0;0;-2
https://techterms.com/definition/struct;0.05;18;10;0;0;2;0;0;0;0;10;0;0;0;0
https://techterms.com/definition/powersupply;0.05;121;9;0;0;15;0;0;0;0;9;0;0;0;-5
https://techterms.com/definition/lag;0.05;56;9;0;0;6;0;0;0;0;0;0;0;0;-54
https://techterms.com/definition/pram;0.05;17;9;0;0;7;0;0;0;0;9;0;0;0;0
https://techterms.com/definition/emulation;0.05;73;9;0;0;7;1;0;0;0;0;4;0;0;2
https://techterms.com/definition/sidebar;0.05;17;9;0;0;1;0;0;0;0;3;0;0;0;3
https://techterms.com/definition/personal_url;0.05;19;9;0;0;8;0;0;0;0;9;0;0;0;-4
https://techterms.com/definition/sata;0.05;68;9;0;3;23;0;0;0;0;9;0;0;0;0
https://techterms.com/definition/image_scaling;0.05;8;9;0;0;5;0;1;0;0;9;0;0;0;0
https://techterms.com/definition/twain;0.05;17;9;0;0;3;0;0;0;0;8;0;0;0;3
https://techterms.com/definition/client-server_model;0.05;23;9;0;0;5;0;0;0;0;9;0;0;0;0
https://techterms.com/definition/executable_file;0.05;29;9;0;0;3;0;0;0;0;9;0;0;0;0
https://techterms.com/definition/peripheral;0.05;166;9;0;0;11;0;0;0;0;7;0;0;0;-6
https://techterms.com/definition/touchpad;0.05;46;9;0;3;6;0;1;0;2;8;0;0;0;0
https://techterms.com/definition/monochrome;0.05;30;9;0;0;4;0;0;0;0;9;0;0;0;0
https://techterms.com/definition/cmos;0.05;38;9;0;0;4;0;0;0;0;9;0;0;0;0
https://techterms.com/definition/runtime;0.05;25;9;0;0;9;0;0;0;0;9;0;0;0;0
https://techterms.com/definition/https;0.04;20;8;0;0;1;0;0;0;0;8;0;0;0;0
https://techterms.com/definition/grayscale;0.04;27;8;0;0;4;0;0;0;0;0;0;0;0;5
https://techterms.com/definition/cdfs;0.04;7;8;0;0;3;0;0;0;0;8;0;0;0;7
https://techterms.com/definition/email_address;0.04;92;8;0;0;12;0;0;0;0;8;0;0;0;0
https://techterms.com/definition/windows;0.04;94;8;0;0;18;0;0;1;0;8;0;0;0;-3
https://techterms.com/definition/mime_type;0.04;34;8;0;0;3;0;0;0;0;8;0;0;0;0
https://techterms.com/definition/cdrw;0.04;51;8;0;7;13;0;3;0;5;4;0;0;0;3
https://techterms.com/definition/passthrough;0.04;20;8;0;0;8;1;0;0;0;6;2;0;0;-5
https://techterms.com/definition/copy;0.04;39;8;0;0;10;0;0;0;0;8;0;0;0;-2
https://techterms.com/definition/mount;0.04;56;8;0;0;6;0;0;0;0;5;0;0;0;2
https://techterms.com/definition/nui;0.04;6;8;0;0;1;0;0;0;0;8;0;0;0;0
https://techterms.com/definition/integrated;0.04;21;8;0;0;4;0;0;0;0;6;0;0;0;-118
https://techterms.com/definition/clipart;0.04;105;8;0;5;17;1;0;0;3;8;0;0;0;3
https://techterms.com/definition/ios;0.04;46;7;0;0;2;0;0;0;0;1;0;0;0;0
https://techterms.com/definition/download;0.04;33;7;0;0;5;0;0;0;0;0;0;0;0;0
https://techterms.com/definition/projector;0.04;23;7;0;1;3;0;0;0;6;0;0;0;0;0
https://techterms.com/definition/soundcard;0.04;35;7;0;3;6;0;1;0;2;5;0;0;0;2
https://techterms.com/definition/microsoft;0.04;36;7;0;0;4;0;0;0;0;7;0;0;0;0
https://techterms.com/definition/address_bar;0.04;44;7;0;0;6;0;0;0;0;7;0;0;0;-3
https://techterms.com/definition/zip;0.04;18;7;0;0;1;0;0;0;0;0;0;0;0;0
https://techterms.com/definition/dongle;0.04;63;7;0;1;6;0;0;0;0;0;0;0;0;1
https://techterms.com/definition/microphone;0.04;17;7;0;0;6;0;0;0;0;7;0;0;0;7
https://techterms.com/definition/stylus;0.04;33;7;0;0;8;0;0;0;0;6;0;0;0;0
https://techterms.com/definition/terminal;0.04;57;7;0;0;2;0;0;0;0;1;0;0;0;6
https://techterms.com/definition/dashboard;0.04;7;7;0;0;1;0;0;0;0;7;0;0;0;0
https://techterms.com/list/e;0.03;18;6;0;2;3;0;0;0;5;6;0;0;0;0
https://techterms.com/definition/clipboard;0.03;62;6;0;0;12;0;0;0;0;6;0;0;0;5
https://techterms.com/definition/form;0.03;25;6;0;0;4;0;0;0;0;4;0;0;0;0
https://techterms.com/definition/plaintext;0.03;25;6;0;0;5;0;0;0;0;6;0;0;0;0
https://techterms.com/definition/crossplatform;0.03;10;6;0;0;1;0;0;0;0;6;0;0;0;0
https://techterms.com/definition/tab;0.03;42;6;0;0;5;0;0;0;0;5;0;0;0;0
https://techterms.com/definition/script;0.03;71;6;0;0;9;0;0;0;0;6;0;0;0;3
https://techterms.com/definition/rdram;0.03;13;6;0;1;9;0;0;0;0;6;0;0;0;-1
https://techterms.com/definition/guid;0.03;28;6;0;0;4;0;0;0;0;0;0;0;0;6
https://techterms.com/definition/optical_drive;0.03;92;6;0;1;11;1;1;0;0;6;0;6;0;6
https://techterms.com/definition/burn;0.03;42;6;0;0;8;0;0;0;0;6;0;0;0;0
https://techterms.com/definition/aspect_ratio;0.03;11;6;0;2;5;0;0;0;6;0;0;0;0;0
https://techterms.com/definition/blu-ray;0.03;117;6;0;5;19;2;2;0;3;1;0;0;0;-3
https://techterms.com/definition/megahertz;0.03;48;6;0;0;13;0;0;0;0;4;0;0;0;0
https://techterms.com/definition/adc;0.03;21;6;0;0;3;0;0;0;0;4;0;0;0;0
https://techterms.com/definition/adsl;0.03;17;6;0;0;2;0;0;0;0;6;0;0;0;0
https://techterms.com/definition/it;0.03;79;6;0;0;16;0;0;0;0;3;0;0;0;-3
https://techterms.com/definition/laptop;0.03;67;6;0;1;16;0;2;0;1;5;0;1;0;1
https://techterms.com/definition/epoch_time;0.03;28;6;0;0;3;3;0;0;0;1;5;0;0;0
https://techterms.com/definition/printer;0.02;29;5;0;0;4;0;0;0;0;5;0;0;0;4
https://techterms.com/definition/bios;0.02;85;5;0;1;2;0;0;0;2;2;0;0;0;0
https://techterms.com/definition/digitalcamera;0.02;26;5;0;0;2;0;1;0;0;5;0;4;0;0
https://techterms.com/definition/motion_tween;0.02;14;5;0;0;2;0;0;0;0;5;0;0;0;0
https://techterms.com/definition/exfat;0.02;24;5;0;1;5;0;0;0;0;5;0;0;0;-2
https://techterms.com/definition/plug_and_play;0.02;46;5;0;0;6;0;0;0;0;5;0;0;0;0
https://techterms.com/definition/addon;0.02;61;5;0;1;5;0;0;0;0;5;0;0;0;-43
https://techterms.com/definition/frozen;0.02;15;5;0;0;9;0;0;0;0;5;0;0;0;0
https://techterms.com/definition/null;0.02;56;5;0;0;3;0;0;0;0;2;0;0;0;-11
https://techterms.com/definition/micron;0.02;56;5;0;0;6;0;0;0;0;4;0;0;0;-3
https://techterms.com/definition/css;0.02;44;5;0;0;7;0;0;0;0;3;0;0;0;-12
https://techterms.com/definition/pebibyte;0.02;6;5;0;0;3;0;0;0;0;5;0;0;0;0
https://techterms.com/definition/apm;0.02;34;5;0;2;7;1;1;0;0;5;0;1;0;0
https://techterms.com/definition/post;0.02;31;5;0;1;7;0;0;0;0;5;0;0;0;5
https://techterms.com/definition/folder;0.02;33;5;0;0;7;0;0;0;0;5;0;0;0;0
https://techterms.com/definition/sdsl;0.02;3;5;0;0;1;0;0;0;0;5;0;0;0;0
https://techterms.com/definition/vram;0.02;27;5;0;0;2;0;0;2;0;3;0;0;2;0
https://techterms.com/definition/headphones;0.02;21;5;0;2;4;0;0;1;0;5;0;0;0;0
https://techterms.com/definition/lfn;0.02;3;5;0;0;3;0;0;0;0;5;0;0;0;0
https://techterms.com/definition/rooting;0.02;31;5;0;0;1;0;0;0;0;5;0;0;0;0
https://techterms.com/definition/filo;0.02;15;5;0;0;6;0;0;0;0;5;0;0;0;0
https://techterms.com/definition/hash;0.02;28;5;0;0;1;0;0;0;0;2;0;0;0;3
https://techterms.com/definition/utf;0.02;28;5;0;0;6;0;0;0;0;5;0;0;0;0
https://techterms.com/definition/shell;0.02;26;5;0;0;3;0;0;0;0;5;0;0;0;3
https://techterms.com/definition/boot;0.02;58;5;0;0;7;0;0;0;0;5;0;0;0;0
https://techterms.com/definition/hdv;0.02;9;5;0;0;4;0;0;0;0;5;0;0;0;0
https://techterms.com/definition/pum;0.02;12;5;0;0;8;1;0;0;0;5;0;0;0;0
https://techterms.com/definition/u;0.02;29;5;0;0;6;0;0;0;0;5;0;0;0;-1
https://techterms.com/category/internet;0.02;9;4;0;0;2;0;0;0;0;4;0;0;0;-1
https://techterms.com/definition/embed;0.02;28;4;0;0;5;0;0;0;0;3;0;0;0;0
https://techterms.com/definition/volatile_memory;0.02;41;4;0;0;2;0;0;0;0;4;0;0;0;0
https://techterms.com/definition/social_networking;0.02;35;4;0;0;1;0;0;0;0;3;0;0;0;1
https://techterms.com/definition/opacity;0.02;40;4;0;0;6;0;0;0;0;2;0;0;0;2
https://techterms.com/list/m;0.02;19;4;0;1;4;0;0;0;3;4;0;0;0;0
https://techterms.com/definition/x64;0.02;26;4;0;3;7;0;0;0;3;4;0;0;0;-5
https://techterms.com/definition/remoteuser;0.02;4;4;0;0;2;1;0;0;0;2;2;0;0;0
https://techterms.com/definition/nat;0.02;35;4;0;0;1;0;0;0;0;1;0;0;0;0
https://techterms.com/definition/computer_ethics;0.02;28;4;0;0;8;0;0;0;0;4;0;0;0;0
https://techterms.com/definition/smart;0.02;12;4;0;0;4;0;0;0;0;4;0;0;0;0
https://techterms.com/definition/formula;0.02;25;4;0;0;0;0;0;0;0;0;0;0;0;0
